id,type,name,x,y,score
10341,어린이집,클레어린이집,127.0485531,37.48033205,0.0
10342,어린이집,서초장미어린이집,127.0284303,37.48418339,0.0
10343,어린이집,자연의아이들어린이집,127.0271257,37.4865758,0.0
10344,어린이집,서초구청어린이집,127.0313912,37.48640351,0.0
10345,어린이집,햇살담는어린이집,127.0245798,37.47243223,0.0
10346,어린이집,함께크는어린이집,127.0267229,37.47333318,0.0
10347,어린이집,푸르니서초어린이집,127.0237949,37.4874097,0.0
10348,어린이집,서초아이자람어린이집,127.0222237,37.48900777,0.0
10349,어린이집,푸르니작은어린이집,127.0211995,37.48821043,0.0
10351,어린이집,성촌어린이집,127.0206325,37.46717936,0.0
10352,어린이집,락앤락샛별어린이집,127.0183524,37.48766705,0.0
10353,어린이집,시립원주암어린이집,127.0322077,37.45704033,0.0
10354,어린이집,LG전자서초어린이집,127.0294575,37.45383858,0.0
10355,어린이집,서초연꽃어린이집,127.0169677,37.49190681,0.0
10356,어린이집,서울시인재개발원쑥쑥어린이집,127.0208536,37.4803762,0.0
10357,어린이집,반포1동어린이집,127.0184581,37.5099671,0.0
10359,어린이집,잠원꿈밭어린이집,127.0165669,37.51371803,0.0
10360,어린이집,베베어린이집,127.0126357,37.51966885,0.0
10362,어린이집,구립서초사랑어린이집,127.0148142,37.5205341,0.0
10363,어린이집,가로수어린이집,127.023538,37.52249852,0.0
10364,어린이집,서초성모어린이집,127.0094985,37.50104285,0.0
10365,어린이집,수표교어린이집,127.0052677,37.48211469,0.0
10366,어린이집,서울성모병원어린이집,127.0051682,37.50062819,0.0
10367,어린이집,성분도어린이집,126.9999763,37.47841486,0.0
10368,어린이집,서초어린이집,127.0002162,37.47466621,0.0
10369,어린이집,서초구립신반포어린이집,126.9954707,37.50595024,0.0
10370,어린이집,반포어린이집,126.99673,37.49700514,0.0
10371,어린이집,킹스키즈어린이집,126.9945099,37.48398905,0.0
10373,어린이집,송송어린이집,126.9926598,37.48494557,0.0
10374,어린이집,방배어린이집,126.9930435,37.4850644,0.0
10375,어린이집,초록나무의꿈어린이집,126.993878,37.48543753,0.0
10377,어린이집,반포초등어린이집,126.9910911,37.50275868,0.0
10378,어린이집,새롬키즈어린이집,126.9876051,37.48308499,0.0
10379,어린이집,방배하나어린이집,126.9898919,37.48445594,0.0
10380,어린이집,해돋이어린이집,126.9875729,37.49111596,0.0
10382,어린이집,도레미어린이집,126.9886757,37.47701446,0.0
10383,어린이집,아가야어린이집,126.9870733,37.48807621,0.0
10384,어린이집,아람마주이야기어린이집,126.9865005,37.4907778,0.0
10386,어린이집,까리따스어린이집,126.9842367,37.47453445,0.0
10387,어린이집,구립이수어린이집,126.980332,37.49291409,0.0
10388,어린이집,한사랑어린이집,126.9845908,37.48061116,0.0
10389,어린이집,오렌지어린이집,126.9775233,37.48525818,0.0
10391,어린이집,아롱다롱어린이집,126.9806762,37.48078331,0.0
10392,어린이집,칼비테영재어린이집,126.9840361,37.47739089,0.0
10393,어린이집,칼비테어린이집,126.9794571,37.47880396,0.0
10395,어린이집,구립참사랑어린이집,126.9774953,37.48278833,0.0
10396,어린이집,남현어린이집,126.9774581,37.4751266,0.0
10397,어린이집,남성교회어린이집,126.9776224,37.47427104,0.0
